INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING
10298	剑舞（红色）	4	StdImpact004	0	231	-1	705	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-1146	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10299	剑舞（红色）	4	StdImpact004	0	231	-1	705	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-1837	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10300	剑舞（红色）	4	StdImpact004	0	231	-1	705	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-2983	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10301	剑舞（红色）	4	StdImpact004	0	231	-1	705	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-4820	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10302	剑舞（红色）	4	StdImpact004	0	231	-1	705	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-7802	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10303	剑舞（红色）	4	StdImpact004	0	231	-1	705	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-12621	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10304	剑舞（红色）	4	StdImpact004	0	231	-1	705	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-20423	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10305	剑舞（红色）	4	StdImpact004	0	231	-1	705	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-33044	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10306	剑舞（红色）	4	StdImpact004	0	231	-1	705	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-53466	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10307	剑舞（红色）	4	StdImpact004	0	231	-1	705	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-86509	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10308	剑舞（红色）	4	StdImpact004	0	231	-1	705	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-139975	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10309	剑舞（红色）	4	StdImpact004	0	231	-1	705	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-226484	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10310	剑舞（白色）	4	StdImpact004	0	232	-1	706	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-237	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10311	剑舞（白色）	4	StdImpact004	0	232	-1	706	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-455	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10312	剑舞（白色）	4	StdImpact004	0	232	-1	706	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-692	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10313	剑舞（白色）	4	StdImpact004	0	232	-1	706	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-1146	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10314	剑舞（白色）	4	StdImpact004	0	232	-1	706	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-1837	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10315	剑舞（白色）	4	StdImpact004	0	232	-1	706	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-2983	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10316	剑舞（白色）	4	StdImpact004	0	232	-1	706	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-4820	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10317	剑舞（白色）	4	StdImpact004	0	232	-1	706	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-7802	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10318	剑舞（白色）	4	StdImpact004	0	232	-1	706	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-12621	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10319	剑舞（白色）	4	StdImpact004	0	232	-1	706	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-20423	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10320	剑舞（白色）	4	StdImpact004	0	232	-1	706	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-33044	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10321	剑舞（白色）	4	StdImpact004	0	232	-1	706	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-53466	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10322	剑舞（白色）	4	StdImpact004	0	232	-1	706	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-86509	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10323	剑舞（白色）	4	StdImpact004	0	232	-1	706	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-139975	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10324	剑舞（白色）	4	StdImpact004	0	232	-1	706	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-226484	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10325	剑舞（黄色）	4	StdImpact004	0	233	-1	707	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-237	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10326	剑舞（黄色）	4	StdImpact004	0	233	-1	707	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-455	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10327	剑舞（黄色）	4	StdImpact004	0	233	-1	707	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-692	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10328	剑舞（黄色）	4	StdImpact004	0	233	-1	707	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-1146	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10329	剑舞（黄色）	4	StdImpact004	0	233	-1	707	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-1837	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10330	剑舞（黄色）	4	StdImpact004	0	233	-1	707	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-2983	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10331	剑舞（黄色）	4	StdImpact004	0	233	-1	707	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-4820	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10332	剑舞（黄色）	4	StdImpact004	0	233	-1	707	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-7802	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10333	剑舞（黄色）	4	StdImpact004	0	233	-1	707	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-12621	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0						0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10334	剑舞（黄色）	4	StdImpact004	0	233	-1	707	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-20423	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10335	剑舞（黄色）	4	StdImpact004	0	233	-1	707	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-33044	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10336	剑舞（黄色）	4	StdImpact004	0	233	-1	707	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-53466	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10337	剑舞（黄色）	4	StdImpact004	0	233	-1	707	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-86509	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10338	剑舞（黄色）	4	StdImpact004	0	233	-1	707	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-139975	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10339	剑舞（黄色）	4	StdImpact004	0	233	-1	707	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-226484	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10340	剑舞（蓝色）	4	StdImpact004	0	234	-1	708	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-237	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10341	剑舞（蓝色）	4	StdImpact004	0	234	-1	708	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-455	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10342	剑舞（蓝色）	4	StdImpact004	0	234	-1	708	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-692	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10343	剑舞（蓝色）	4	StdImpact004	0	234	-1	708	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-1146	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10344	剑舞（蓝色）	4	StdImpact004	0	234	-1	708	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-1837	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10345	剑舞（蓝色）	4	StdImpact004	0	234	-1	708	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-2983	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10346	剑舞（蓝色）	4	StdImpact004	0	234	-1	708	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-4820	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10347	剑舞（蓝色）	4	StdImpact004	0	234	-1	708	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-7802	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10348	剑舞（蓝色）	4	StdImpact004	0	234	-1	708	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-12621	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10349	剑舞（蓝色）	4	StdImpact004	0	234	-1	708	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-20423	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10350	剑舞（蓝色）	4	StdImpact004	0	234	-1	708	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-33044	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10351	剑舞（蓝色）	4	StdImpact004	0	234	-1	708	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-53466	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10352	剑舞（蓝色）	4	StdImpact004	0	234	-1	708	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-86509	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10353	剑舞（蓝色）	4	StdImpact004	0	234	-1	708	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-139975	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10354	剑舞（蓝色）	4	StdImpact004	0	234	-1	708	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-226484	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10355	剑舞（绿色）	4	StdImpact004	0	235	-1	709	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-237	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10356	剑舞（绿色）	4	StdImpact004	0	235	-1	709	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-455	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10357	剑舞（绿色）	4	StdImpact004	0	235	-1	709	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-692	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10358	剑舞（绿色）	4	StdImpact004	0	235	-1	709	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-1146	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10359	剑舞（绿色）	4	StdImpact004	0	235	-1	709	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-1837	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10360	剑舞（绿色）	4	StdImpact004	0	235	-1	709	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-2983	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10361	剑舞（绿色）	4	StdImpact004	0	235	-1	709	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-4820	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10362	剑舞（绿色）	4	StdImpact004	0	235	-1	709	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-7802	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10363	剑舞（绿色）	4	StdImpact004	0	235	-1	709	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-12621	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10364	剑舞（绿色）	4	StdImpact004	0	235	-1	709	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-20423	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0															0			0			0			0			0			0							
10365	剑舞（绿色）	4	StdImpact004	0	235	-1	709	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-33044	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0									0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10366	剑舞（绿色）	4	StdImpact004	0	235	-1	709	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-53466	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10367	剑舞（绿色）	4	StdImpact004	0	235	-1	709	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-86509	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10368	剑舞（绿色）	4	StdImpact004	0	235	-1	709	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-139975	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10369	剑舞（绿色）	4	StdImpact004	0	235	-1	709	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-226484	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0							
10370	免疫剑舞(紫)	17	STD_IMPACT_017	1	881	-1	703	11	1	0	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	免疫级别	10	0	免疫集合1	91	0	免疫集合2	-1	0	免疫集合3	-1	0	免疫集合4	-1	0	免疫集合5	-1	0	免疫集合6	-1	0	免疫集合7	-1	0	免疫集合8	-1	0			0			0			0			0			0							
10371	免疫剑舞(红)	17	STD_IMPACT_017	1	882	-1	703	11	1	0	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	免疫级别	10	0	免疫集合1	92	0	免疫集合2	-1	0	免疫集合3	-1	0	免疫集合4	-1	0	免疫集合5	-1	0	免疫集合6	-1	0	免疫集合7	-1	0	免疫集合8	-1	0			0			0			0			0			0							
10372	免疫剑舞(白)	17	STD_IMPACT_017	1	883	-1	703	11	1	0	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	免疫级别	10	0	免疫集合1	93	0	免疫集合2	-1	0	免疫集合3	-1	0	免疫集合4	-1	0	免疫集合5	-1	0	免疫集合6	-1	0	免疫集合7	-1	0	免疫集合8	-1	0			0			0			0			0			0							
10373	免疫剑舞(蓝)	17	STD_IMPACT_017	1	884	-1	703	11	1	0	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	免疫级别	10	0	免疫集合1	94	0	免疫集合2	-1	0	免疫集合3	-1	0	免疫集合4	-1	0	免疫集合5	-1	0	免疫集合6	-1	0	免疫集合7	-1	0	免疫集合8	-1	0			0			0			0			0			0							
10374	免疫剑舞(黄)	17	STD_IMPACT_017	1	885	-1	703	11	1	0	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	免疫级别	10	0	免疫集合1	95	0	免疫集合2	-1	0	免疫集合3	-1	0	免疫集合4	-1	0	免疫集合5	-1	0	免疫集合6	-1	0	免疫集合7	-1	0	免疫集合8	-1	0			0			0			0			0			0							
10375	免疫剑舞(绿)	17	STD_IMPACT_017	1	886	-1	703	11	1	0	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	免疫级别	10	0	免疫集合1	96	0	免疫集合2	-1	0	免疫集合3	-1	0	免疫集合4	-1	0	免疫集合5	-1	0	免疫集合6	-1	0	免疫集合7	-1	0	免疫集合8	-1	0			0			0			0			0			0							
10376	免疫剑舞散功	14	STD_IMPACT_014	1	890	-1	21	500	-1	0	1	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	1	0	可否使用任何技能（CanAction2标记,-1为无效）	0	0	可否移动（CanMove标记,-1为无效）	1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0		-1	0			0							
10377	洒脱	18	STD_IMPACT_018	0	14	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	500	0	驱散个数	6	0	驱散集合1	90	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0																					0			0							
10378	寒冰	4	StdImpact004	0	2	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	-6208	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0								-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0							
10379	寒冰减速	14	STD_IMPACT_014	1	872	-1	23	500	-1	0	1	0	0	0	0	0	0	0	0	8000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	-20	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0		-1	0		-1	0							
10380	剑舞(紫特效)	38	StdImpact038	1	875	-1	-1	0	0	1	0	0	0	0	0	0	0	0	1	15000	0	0	0	0	0	0																																																	
10381	剑舞(红特效)	38	StdImpact038	1	876	-1	-1	0	0	1	0	0	0	0	0	0	0	0	1	15000	0	0	0	0	0	0																																																	
10382	剑舞(白特效)	38	StdImpact038	1	877	-1	-1	0	0	1	0	0	0	0	0	0	0	0	1	15000	0	0	0	0	0	0																																																	
10383	剑舞(黄特效)	38	StdImpact038	1	878	-1	-1	0	0	1	0	0	0	0	0	0	0	0	1	15000	0	0	0	0	0	0																																																	
10384	剑舞(蓝特效)	38	StdImpact038	1	879	-1	-1	0	0	1	0	0	0	0	0	0	0	0	1	15000	0	0	0	0	0	0																																																	
10385	剑舞(绿特效)	38	StdImpact038	1	880	-1	-1	0	0	1	0	0	0	0	0	0	0	0	1	15000	0	0	0	0	0	0																																																	
10471	BOSS识破	14	StdImpact014	1	-1	-1	400	0	1	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	2000	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0							
10472	缥缈峰BOSS免疫控制	17	STD_IMPACT_017	1	-1	-1	106	500	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	免疫级别	500	0	免疫集合1	88	0	免疫集合2	89	0	免疫集合3	-1	0	免疫集合4	-1	0	免疫集合5	-1	0	免疫集合6	-1	0	免疫集合7	-1	0	免疫集合8	-1	0			0			0			0			0			0							
10473	免疫控制和嘲讽	17	STD_IMPACT_017	1	-1	-1	106	500	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	免疫级别	500	0	免疫集合1	88	0	免疫集合2	89	0	免疫集合3	90	0	免疫集合4	-1	0	免疫集合5	-1	0	免疫集合6	-1	0	免疫集合7	-1	0	免疫集合8	-1	0			0			0			0			0			0							
