INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
25852	ª√ªØπ´ÀÔ •	2585	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	250	500	50	150	50	1	23540
25861	ª√ªØ‘∂π≈∆ÂªÍ	2586	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1595	981	1350	1459	1604	1677	1896	2388	250	500	50	150	50	1	23550
25862	ª√ªØÀŒΩ™	2586	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1653	1017	1398	1459	1604	1677	1896	2388	250	500	50	150	50	1	23550
25871	ª√ªØ±˘—˝	2587	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	100	200	100	100	1	23610
25872	ª√ªØπ´ÀÔ •	2587	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	100	200	100	100	1	23610
25881	ª√ªØ‘∂π≈∆ÂªÍ	2588	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1669	981	1350	1459	1604	1677	1896	2388	500	100	200	100	100	1	23620
25882	ª√ªØÀŒΩ™	2588	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1729	1017	1398	1459	1604	1677	1896	2388	500	100	200	100	100	1	23620
25891	ª√ªØÀÔ√¿√¿	2589	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	1	23680
25892	ª√ªØ¡÷≥‰	2589	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	1	23680
25901	ª√ªØ«ÿÕı	2590	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1669	1350	859	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	23690
25902	ª√ªØπÿ ¢	2590	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1729	1398	890	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	23690
25911	ª√ªØÀÔ√¿√¿	2591	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1667	1190	595	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	1	23760
25912	ª√ªØ¡÷≥‰	2591	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1735	1239	619	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	1	23760
25921	ª√ªØ«ÿÕı	2592	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1718	1227	613	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	23770
25922	ª√ªØπÿ ¢	2592	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1780	1271	635	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	23770
25941	ª√ªØÀÔ√¿√¿	2594	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	1	23820
25942	ª√ªØ¡÷≥‰	2594	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	1	23820
25951	ª√ªØ«ÿÕı	2595	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1669	1350	859	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	23830
25952	ª√ªØπÿ ¢	2595	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1729	1398	890	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	23830
25961	ª√ªØÀÆ∑ÀÕ∑¡Ï	2596	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1071	1548	952	952	1071	1357	1492	1560	1764	2035	100	100	200	100	500	1	23890
25962	ª√ªØ¬¨æ˝“›	2596	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1115	1611	991	991	1115	1357	1492	1560	1764	2035	100	100	200	100	500	1	23890
25971	ª√ªØπ˛¥Û∞‘	2597	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1104	1595	981	981	1104	1459	1604	1677	1896	2388	100	100	200	100	500	1	23900
25972	ª√ªØ¬≥÷æ…˙	2597	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1144	1653	1017	1017	1144	1459	1604	1677	1896	2388	100	100	200	100	500	1	23900
25981	ª√ªØ±˘—˝	2598	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	893	1679	952	1190	1357	1492	1560	1764	2035	100	100	200	100	500	1	23960
25982	ª√ªØπ´ÀÔ •	2598	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	619	929	1748	991	1239	1357	1492	1560	1764	2035	100	100	200	100	500	1	23960
25991	ª√ªØ‘∂π≈∆ÂªÍ	2599	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	920	1730	981	1227	1459	1604	1677	1896	2388	100	100	200	100	500	1	23970
25992	ª√ªØÀŒΩ™	2599	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	953	1793	1017	1271	1459	1604	1677	1896	2388	100	100	200	100	500	1	23970
26001	ª√ªØ±˘—˝	2600	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	917	1655	952	1190	1357	1492	1560	1764	2035	100	100	200	100	500	1	24030
26002	ª√ªØπ´ÀÔ •	2600	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	619	954	1723	991	1239	1357	1492	1560	1764	2035	100	100	200	100	500	1	24030
26011	ª√ªØ‘∂π≈∆ÂªÍ	2601	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	945	1706	981	1227	1459	1604	1677	1896	2388	100	100	200	100	500	1	24040
26012	ª√ªØÀŒΩ™	2601	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	979	1767	1017	1271	1459	1604	1677	1896	2388	100	100	200	100	500	1	24040
26021	ª√ªØ±˘—˝	2602	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	200	150	100	50	1	24100
26022	ª√ªØπ´ÀÔ •	2602	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	200	150	100	50	1	24100
26031	ª√ªØ‘∂π≈∆ÂªÍ	2603	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1669	981	1350	1459	1604	1677	1896	2388	500	200	150	100	50	1	24110
26032	ª√ªØÀŒΩ™	2603	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1729	1017	1398	1459	1604	1677	1896	2388	500	200	150	100	50	1	24110
26041	ª√ªØÀÔ√¿√¿	2604	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1643	1226	595	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	1	24170
26042	ª√ªØ¡÷≥‰	2604	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1711	1277	619	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	1	24170
26051	ª√ªØ«ÿÕı	2605	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1693	1264	613	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	24180
26052	ª√ªØπÿ ¢	2605	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1754	1309	635	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	24180
26061	ª√ªØÀÔ√¿√¿	2606	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1643	1226	595	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	1	24240
26062	ª√ªØ¡÷≥‰	2606	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1711	1277	619	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	1	24240
26071	ª√ªØ«ÿÕı	2607	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1693	1264	613	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	24250
26072	ª√ªØπÿ ¢	2607	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1754	1309	635	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	24250
26081	ª√ªØÀÆ∑ÀÕ∑¡Ï	2608	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1190	1190	1190	1190	1190	1357	1492	1560	1764	2035	100	100	200	100	500	1	24310
26082	ª√ªØ¬¨æ˝“›	2608	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1239	1239	1239	1239	1239	1357	1492	1560	1764	2035	100	100	200	100	500	1	24310
26091	ª√ªØπ˛¥Û∞‘	2609	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1227	1227	1227	1227	1227	1459	1604	1677	1896	2388	100	100	200	100	500	1	24320
26092	ª√ªØ¬≥÷æ…˙	2609	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1271	1271	1271	1271	1271	1459	1604	1677	1896	2388	100	100	200	100	500	1	24320
26101	ª√ªØÀÔ√¿√¿	2610	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1643	1226	595	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	1	24380
26102	ª√ªØ¡÷≥‰	2610	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1711	1277	619	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	1	24380
26111	ª√ªØ«ÿÕı	2611	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1693	1264	613	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	24390
26112	ª√ªØπÿ ¢	2611	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1754	1309	635	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	24390
26121	ª√ªØ±˘—˝	2612	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	200	150	100	50	1	24460
26122	ª√ªØπ´ÀÔ •	2612	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	200	150	100	50	1	24460
26131	ª√ªØ±˘—˝	2613	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	917	1655	952	1190	1357	1492	1560	1764	2035	500	150	100	150	100	1	24560
26132	ª√ªØπ´ÀÔ •	2613	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	619	954	1723	991	1239	1357	1492	1560	1764	2035	500	150	100	150	100	1	24560
26141	ª√ªØ‘∂π≈∆ÂªÍ	2614	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	945	1706	981	1227	1459	1604	1677	1896	2388	500	150	100	150	100	1	24570
26142	ª√ªØÀŒΩ™	2614	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	979	1767	1017	1271	1459	1604	1677	1896	2388	500	150	100	150	100	1	24570
26151	ª√ªØÀÔ√¿√¿	2615	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1643	1226	595	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	1	24640
26152	ª√ªØ¡÷≥‰	2615	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1711	1277	619	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	1	24640
26161	ª√ªØ«ÿÕı	2616	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1693	1264	613	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	24650
26162	ª√ªØπÿ ¢	2616	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1754	1309	635	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	24650
26163	ª√¡ÈÕ√÷Ω—˝—˝	2616	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2928	2594	1014	1304	1014	1459	1604	1677	1896	2388	100	100	200	100	500	1	26163
26164	ª√¡ÈÕ√÷Ω—˝—˝	2622	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	768	1153	2968	1230	2537	1459	1604	1677	1896	2388	500	150	100	150	100	1	26164
26165	ª√¡ÈÕ√÷Ω—˝—˝	2596	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1230	2953	1076	2422	1230	1459	1604	1677	1896	2388	100	100	200	100	500	1	26165
26171	ª√ªØ±˘—˝	2617	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	917	1655	952	1190	1357	1492	1560	1764	2035	500	150	100	150	100	1	24710
26172	ª√ªØπ´ÀÔ •	2617	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	619	954	1723	991	1239	1357	1492	1560	1764	2035	500	150	100	150	100	1	24710
26181	ª√ªØ‘∂π≈∆ÂªÍ	2618	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	920	1730	981	1227	1459	1604	1677	1896	2388	500	150	100	150	100	1	24720
26182	ª√ªØÀŒΩ™	2618	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	953	1793	1017	1271	1459	1604	1677	1896	2388	500	150	100	150	100	1	24720
26191	ª√ªØÀÔ√¿√¿	2619	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	1	24780
26192	ª√ªØ¡÷≥‰	2619	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	1	24780
26201	ª√ªØ«ÿÕı	2620	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1669	1350	859	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	24790
26202	ª√ªØπÿ ¢	2620	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1729	1398	890	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	24790
26211	ª√ªØ±˘—˝	2621	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	893	1679	952	1190	1357	1492	1560	1764	2035	500	150	100	150	100	1	24860
26212	ª√ªØπ´ÀÔ •	2621	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	619	929	1748	991	1239	1357	1492	1560	1764	2035	500	150	100	150	100	1	24860
26221	ª√ªØ‘∂π≈∆ÂªÍ	2622	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	920	1730	981	1227	1459	1604	1677	1896	2388	500	150	100	150	100	1	24870
26222	ª√ªØÀŒΩ™	2622	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	953	1793	1017	1271	1459	1604	1677	1896	2388	500	150	100	150	100	1	24870
26231	ª√ªØ±˘—˝	2623	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	893	1679	952	1190	1357	1492	1560	1764	2035	500	150	100	150	100	1	24930
26232	ª√ªØπ´ÀÔ •	2623	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	619	929	1748	991	1239	1357	1492	1560	1764	2035	500	150	100	150	100	1	24930
26241	ª√ªØ‘∂π≈∆ÂªÍ	2624	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	920	1730	981	1227	1459	1604	1677	1896	2388	500	150	100	150	100	1	24940
26242	ª√ªØÀŒΩ™	2624	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	953	1793	1017	1271	1459	1604	1677	1896	2388	500	150	100	150	100	1	24940
26251	ª√ªØ±˘—˝	2625	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	917	1655	952	1190	1357	1492	1560	1764	2035	500	150	100	150	100	1	27050
26252	ª√ªØπ´ÀÔ •	2625	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	619	954	1723	991	1239	1357	1492	1560	1764	2035	500	150	100	150	100	1	27050
26261	ª√ªØ‘∂π≈∆ÂªÍ	2626	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	945	1706	981	1227	1459	1604	1677	1896	2388	500	150	100	150	100	1	27060
26262	ª√ªØÀŒΩ™	2626	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	979	1767	1017	1271	1459	1604	1677	1896	2388	500	150	100	150	100	1	27060
26271	ª√ªØ±˘—˝	2627	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	917	1655	952	1190	1357	1492	1560	1764	2035	500	150	100	150	100	1	27120
26272	ª√ªØπ´ÀÔ •	2627	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	619	954	1723	991	1239	1357	1492	1560	1764	2035	500	150	100	150	100	1	27120
26281	ª√ªØ‘∂π≈∆ÂªÍ	2628	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	945	1706	981	1227	1459	1604	1677	1896	2388	500	150	100	150	100	1	27130
26282	ª√ªØÀŒΩ™	2628	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	979	1767	1017	1271	1459	1604	1677	1896	2388	500	150	100	150	100	1	27130
26291	ª√ªØ±˘—˝	2629	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	893	1679	952	1190	1357	1492	1560	1764	2035	500	100	100	200	100	1	27190
